2024-01-27 15:00:04,043 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\jeffffff\myfile\files\ctf\real_world\activemq\apache-activemq-5.18.2\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2024-01-27 15:00:04,050 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\jeffffff\myfile\files\ctf\real_world\activemq\apache-activemq-5.18.2\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2024-01-27 15:00:04,080 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | main
2024-01-27 15:00:04,081 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | main
2024-01-27 15:00:04,319 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | main
2024-01-27 15:00:04,319 | INFO  | PListStore:[C:\Users\jeffffff\myfile\files\ctf\real_world\activemq\apache-activemq-5.18.2\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2024-01-27 15:00:04,320 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | main
2024-01-27 15:00:04,320 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | main
2024-01-27 15:00:04,467 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:jeff-57505-1706338804331-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2024-01-27 15:00:04,487 | INFO  | Listening for connections at: tcp://jeff:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-27 15:00:04,488 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2024-01-27 15:00:04,491 | INFO  | Listening for connections at: amqp://jeff:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-27 15:00:04,491 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2024-01-27 15:00:04,493 | INFO  | Listening for connections at: stomp://jeff:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-27 15:00:04,494 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2024-01-27 15:00:04,496 | INFO  | Listening for connections at: mqtt://jeff:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-27 15:00:04,497 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2024-01-27 15:00:04,504 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2024-01-27 15:00:04,542 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2024-01-27 15:00:04,594 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@4fc3c165{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2024-01-27 15:00:04,660 | INFO  | Listening for connections at ws://jeff:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2024-01-27 15:00:04,661 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2024-01-27 15:00:04,661 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:jeff-57505-1706338804331-0:1) started | org.apache.activemq.broker.BrokerService | main
2024-01-27 15:00:04,661 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2024-01-27 15:00:05,407 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2024-01-27 15:00:05,407 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2024-01-27 15:05:08,129 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:jeff-57505-1706338804331-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-01-27 15:05:08,130 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-27 15:05:08,131 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-27 15:05:08,131 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-27 15:05:08,131 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-27 15:05:08,140 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-27 15:05:08,144 | INFO  | PListStore:[C:\Users\jeffffff\myfile\files\ctf\real_world\activemq\apache-activemq-5.18.2\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2024-01-27 15:05:08,144 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-27 15:05:08,144 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-27 15:05:08,145 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-27 15:05:08,153 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:jeff-57505-1706338804331-0:1) uptime 5 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-01-27 15:05:08,153 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:jeff-57505-1706338804331-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-01-27 18:24:21,451 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\jeffffff\myfile\files\ctf\real_world\activemq\apache-activemq-5.18.2\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2024-01-27 18:24:21,459 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\jeffffff\myfile\files\ctf\real_world\activemq\apache-activemq-5.18.2\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2024-01-27 18:24:21,479 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | main
2024-01-27 18:24:21,480 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | main
2024-01-27 18:24:21,532 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | main
2024-01-27 18:24:21,739 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | main
2024-01-27 18:24:21,740 | INFO  | PListStore:[C:\Users\jeffffff\myfile\files\ctf\real_world\activemq\apache-activemq-5.18.2\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2024-01-27 18:24:21,740 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | main
2024-01-27 18:24:21,740 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | main
2024-01-27 18:24:21,890 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:jeff-65506-1706351061751-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2024-01-27 18:24:21,908 | INFO  | Listening for connections at: tcp://jeff:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-27 18:24:21,909 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2024-01-27 18:24:21,913 | INFO  | Listening for connections at: amqp://jeff:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-27 18:24:21,914 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2024-01-27 18:24:21,918 | INFO  | Listening for connections at: stomp://jeff:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-27 18:24:21,918 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2024-01-27 18:24:21,923 | INFO  | Listening for connections at: mqtt://jeff:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-27 18:24:21,924 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2024-01-27 18:24:21,931 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2024-01-27 18:24:21,976 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2024-01-27 18:24:22,029 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@d109c4f{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2024-01-27 18:24:22,098 | INFO  | Listening for connections at ws://jeff:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2024-01-27 18:24:22,099 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2024-01-27 18:24:22,099 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:jeff-65506-1706351061751-0:1) started | org.apache.activemq.broker.BrokerService | main
2024-01-27 18:24:22,099 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2024-01-27 18:24:22,108 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\jeffffff\myfile\files\ctf\real_world\activemq\apache-activemq-5.18.2\bin\..\data\kahadb only has 101080 mb of usable space. - resetting to maximum available disk space: 101080 mb | org.apache.activemq.broker.BrokerService | main
2024-01-27 18:24:22,792 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2024-01-27 18:24:22,793 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2024-01-27 18:47:22,647 | WARN  | Transport Connection to: tcp://127.0.0.1:49742 failed: Frame size of 1 GB larger than max allowed 100 MB | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:49742@61616
2024-01-27 18:47:22,755 | WARN  | Transport Connection to: tcp://127.0.0.1:49743 failed: Frame size of 1 GB larger than max allowed 100 MB | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:49743@61616
2024-01-27 18:55:52,954 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:jeff-65506-1706351061751-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-01-27 18:55:52,955 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-27 18:55:52,956 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-27 18:55:52,956 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-27 18:55:52,956 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-27 18:55:52,956 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: mqtt://0.0.0.0:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-27 18:55:52,956 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: mqtt://0.0.0.0:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-27 18:55:52,964 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-27 18:55:52,967 | INFO  | PListStore:[C:\Users\jeffffff\myfile\files\ctf\real_world\activemq\apache-activemq-5.18.2\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2024-01-27 18:55:52,968 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-27 18:55:52,968 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-27 18:55:52,968 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-27 18:55:52,977 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:jeff-65506-1706351061751-0:1) uptime 31 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-01-27 18:55:52,977 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:jeff-65506-1706351061751-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
